   stimuli 	Emotion Category label	Gender Category label	Ethnic backgrounds Category label	actions metadata	expression metadata	sentence metadata	
stimtrn_1.mp4	1	1	1	talking, smiling	smiling	This is a woman.She has black hair.She is talking while smiling.The woman has  a happy emotion throughout the video.																
stimtrn_2.mp4	2	1	1	talking，wagging her head，crying	crying	This  is  a little girl.She has black hair.To begin with,she is crying,and then she starts talking while crying and wagging her head.The little girl has a sad emotion throughout the video.																
stimtrn_3.mp4	1	1	1	smiling， her smile gradually grows larger.	smiling	This is a woman. She has  brown hair.She is smiling while her smile gradually grows larger.The woman has a happy emotion throughout the video.																
stimtrn_4.mp4	2	2	2	talking，nodding his head	an angry emotion	This is a man. He has gray hair and a moustache.He is talking angrily while nodding his head.The man has an angry emotion throughout the video.																
stimtrn_5.mp4	3	2	1	lifts his head up	a neutral emotion	This is a man. He has black hair. He gradually lifts his head up. The man has a neutral emotion throughout the video.																
stimtrn_6.mp4	2	2	1	talking，lower his head，lift his head	an angry emotion	This is a man.He has black hair and glasses. He is talking angrily. The man has  an angry emotion throughout the video.																
stimtrn_7.mp4	1	1	1	smiling，talking，move her head	smiling	This is a woman.She has black hair .To begin with,she is smiling,and then she starts talking while smiling.The woman has a happy emotion throughout the video.																
stimtrn_8.mp4	2	1	1	talking，crying，lift her head	crying	This is a woman. She has black hair.She is talking sadly and she is crying.The woman has a sad  emotion throughout the video.																
stimtrn_9.mp4	1	2	1	talking，smiling，nod his head	smiling	This is a man. He has brown hair . He is talking while smiling.The man has a happy emotion throughout the video.																
stimtrn_10.mp4	1	1	2	smiling	smiling	This is a woman. She has blond hair. She is smiling.The woman has a happy emotion throughout the video.																
stimtrn_11.mp4	3	2	2	lifts his chin,  lower his chin	a neutral emotion	This is a man.He has brown hair. To begin with,he lifts his chin,and then he lowers his chin.The man has a neutral emotion throughout the video.																
stimtrn_12.mp4	2	1	2	talking	an angry emotion	This is a woman.She has brown hair. She is talking angrily.The woman has an angry emotion throughout the video.																
stimtrn_13.mp4	2	2	1	talking，crying, turns his head	crying	This is a man.He has black hair.To begin with,he is talking while crying,and then he turns his head while talking sadly.The man has a sad emotion throughout the video.																
stimtrn_14.mp4	3	2	1	talking	a neutral emotion	This is a man.He has a hat and a moustache. He is talking.The man has a neutral emotion  throughout the video.																
stimtrn_15.mp4	3	1	2	talking，turns her head	a neutral emotion	This is a woman.She has blond hair.To begin with,she is talking, and then she turns her head at the end. The woman has a neutral emotion  throughout the video.																
stimtrn_16.mp4	2	1	1	crying，trembling lips	crying	This is a woman.She has black hair.She is crying.The woman has a sad emotion throughout the video.																
stimtrn_17.mp4	3	1	2	talking	a neutral emotion	This is a woman.She has blond hair. To begin with,she is silent, and then she starts talking. The woman has a neutral emotion  throughout the video.																
stimtrn_18.mp4	1	1	1	smiling，head moves from left to center	smiling	This is a woman. She has black hair. To begin with,she is smiling broadly and shows teeth while her head moves from left to center,and then she is smiling with her mouth closed.The woman has a happy emotion throughout the video.																
stimtrn_19.mp4	3	2	1	talking，blink	a neutral emotion	This is a man. He has a hat and a mustache. To begin with,he is silent,and then he starts talking.The man has  a neutral emotion  throughout the video.																
stimtrn_20.mp4	3	2	2	talking，lean the head forward	a neutral emotion	This is a man.He has brown hair.He is talking. The man has  a neutral emotion throughout the video.																
stimtrn_21.mp4	1	1	2	talking, turns her head，shake her head	a happy emotion	This is a woman.She has blond hair .To begin with, she is talking ,and then she turns her head while talking. The woman has a happy emotion throughout the video.																
stimtrn_22.mp4	3	2	1	talking， turns his head	a neutral emotion	This is a man.He has black hair . To begin with, he is talking ,and then he turns his head while talking. The man has  a neutral emotion  throughout the video.																
stimtrn_23.mp4	2	2	2	talking	an angry emotion	This is a man.He has white hair.He is talking angrily.The man has  a negative emotion  throughout the video.																
stimtrn_24.mp4	3	2	1	His head swings left and right	a neutral emotion	This is a man.He has black hair. His head swings left and right.The man has  a neutral emotion throughout the video.																
stimtrn_25.mp4	2	1	1	crying，talking	crying	This is a woman.She has black hair.To begin with,she is  crying,and then she starts talking sadly.The woman  has  a negative emotion  throughout the video.																
stimtrn_26.mp4	1	1	1	smiling，talking，turn her head	smiling	This is a woman. She has black hair.To begin with,she is  smiling,and then she starts talking while smiling.The woman has a happy emotion throughout the video.																
stimtrn_27.mp4	1	2	1	talking，smiling, head swings left and right	smiling	This is a man.He has black hair. He is talking while smiling and his head swings left and right.The man has  a happy emotion throughout the video.																
stimtrn_28.mp4	2	2	1	talking,turns his head	an angry emotion	This is a man. He has a hat.To begin with,he is talking angrily,and then he turns his head.The man has  an angry emotion throughout the video.																
stimtrn_29.mp4	3	2	1	turn his head	a neutral emotion	This is a man.He has a hat.To begin with,his eyes look forward,and then he lowers his head.The man has  a neutral emotion throughout the video.																
stimtrn_30.mp4	1	1	2	smiling	smiling	This is a woman. She has black hair.She is smiling.The woman has  a happy emotion throughout the video.																
stimtrn_31.mp4	1	2	1	turn his head,talking，smiling	smiling	This is a man.He has black hair . To begin with,his eyes look down,and then he turns his head, and starts talking while smiling.The man has  a happy emotion throughout the video.																
stimtrn_32.mp4	2	1	2	talking	an angry emotion	This is a woman.She has  black hair.She is talking angrily.The woman has an angry emotion throughout the video.																
stimtrn_33.mp4	3	2	1		a neutral emotion	This is a  little boy. He has  black hair . The  little boy has  a neutral emotion throughout the video.																
stimtrn_34.mp4	1	2	1	talking,smiling	smiling	This is a man.He has brown hair .He is talking while smiling.The man has  a happy emotion throughout the video.																
stimtrn_35.mp4	3	2	2	nod his head	a neutral emotion	This is a man.He has brown hair.He nods his head.The man has  a neutral emotion throughout the video.																
stimtrn_36.mp4	2	1	1	head moves  forward	a sad emotion	This is a woman.She has brown hair. Her head gradually moves forward.The woman has  a sad emotion throughout the video.																
stimtrn_37.mp4	1	2	2	smiling， talking	smiling	This is a man.He has brown hair. To begin with,he is  smiling,and then he starts talking while smiling.The man has  a happy emotion throughout the video.																
stimtrn_38.mp4	3	1	2	talking，nod her head	a neutral emotion	This is a woman.She has brown hair.She is talking while nods her head.The woman has a neutral emotion throughout the video.																
